"Page","Item name","Description","Image URL","CTA text","Destination URL","Booking account"
"event-rental-new-york","Rainbow Platinum","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Layered-3d-Panel-with-additional-panelsl-flower-acrchway-and-custom-sign-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123114","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Rainbow Gold","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Layered-3d-Panel-with-additional-panel-and-custom-sign-San-Francisco-3.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123115","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Rainbow","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Layered-3d-Panel-event-rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123116","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Rounded 3D","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/3d-panel-backdrop-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123125","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Golden Rounded Gate","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Rounded-Metal-Gate-Event-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123119","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Golden Square Gates","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Golden-Gates-Event-Rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123121","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Rounded Platinum Plus","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/3-panels-with-floral-accents-2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123136","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Round Panel Set","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/3-rounded-panel-copy.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123133","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","2 Round Panels","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/2-Panel-Rounded-Backdrop-Event-Rental-San-Francisco2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123133","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Half Rounded Panel Set","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/3-panel-half-rounded.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124913","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","2 Half Rounded Panels","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/2-half-rounded-panels-900x900.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123139","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Set of 3 Rectangular Panels","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Rectangle-panel-Set.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123140","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","2 Rectangular Panels","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/2-Rectangle-panels.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123141","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","White/Gold Panel w/ Greenery","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-Gold-Event-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123132","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","White & Gold Panel w/ Flower Panel","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-Gold-Event-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123132","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Golden Frame Set of 3","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Gold-Frame-Set-Event-Rental-San-Francisco-2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123129","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Golden Gate Frame Set of 2","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Golden-Frame-Set.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123123","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Black Berry Frame Set of 3","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_9756-copy.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123128","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Black Berry Frame Set of 2","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_9756-copy.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123131","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Uplighting","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/up-lighting.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124916","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Confetti Machine","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/confetti-add-ons.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123134","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Cold Spark Fountains","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/cold-sparks-copy.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123124","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Fog Machine","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/fog-machine-rentals-Atlanta-1-300x300.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123117","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Floral Runners","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/92-1_2.png","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123091","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Candles","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Candles.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123090","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Rose Petals","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Rose-petals.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123089","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Floral Accents","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/extra-flower-rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123088","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Flower Wall & Gold/Green","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-Gold-Event-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124920","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Flower Wall & 2 Panels","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/2-half-rounded-panels.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123866","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Flower Wall & Golden Gates","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Golden-Gates-Event-Rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123126","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Custom Packages","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Custom-packages.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123118","Proposal Perfection NYC (CORRECT)"
"event-rental-new-york","Connect With Us","Contact us today—we’d love to hear how we can help turn your event’s ambiance into a true work of art with our event rentals NYC and our exquisite flower wall rentals. Our team of experienced design specialists is committed to curating stunning elements that will make your event unforgettable. Let us bring your vision to life with creativity and elegance!","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Give-us-a-ring.png","Lets Chat!","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Event RentalsNYC","Our premium flower arches in NYC, luxurious flower wall rentals, and customizable event rentals are meticulously crafted to transform your occasion into an unforgettable experience. Create the perfect atmosphere with our stunning décor elements that captivate your guests and leave a lasting impression.","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Wow-Your-Guest.png","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Cupid Squared","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-Arch-Rental-san-Francisco-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123074","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Heavenly","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/white-flower-arch-rental-san-francisco-bay-area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123073","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-white-Square-Archway-San-Francisco-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123072","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Snow Flake","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-Archway-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123071","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Rosie","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/oval-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123070","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Avirl","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/archways-and-backgrounds-copy-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123069","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Marie","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/cream-flower-arch-rental-san-francisco-bay-area-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123067","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Glady's","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_7181.jpeg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123068","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/red-circular-flower-arch-rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123066","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Snowflake","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/White-circle-flower-arch-rental.jpg","Inquire Now","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=113035","Flower Wall Rentals (Atlanta) — WRONG BRAND"
"flower-arch-new-york","C","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/green-and-white-archway-rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124002","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Heavenly","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/green-archway-rental-San-Francisco-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123063","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Mi'Amor","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-half-archway.jpg","Inquire Now","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?event_type_id=113046","Flower Wall Rentals (Atlanta) — WRONG BRAND"
"flower-arch-new-york","Artica","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/White-half-floral-archway.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123061","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Joy","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/green-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123060","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Monterey","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_7169.jpeg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123078","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Cupid","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/red-half-circle-flower-arch-rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123077","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/green-and-white-circle-archways-and-background.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123076","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Cloud 9","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/half-white-circle-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124003","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Lotus Flower","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/green-archway-rental-San-Francisco-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123063","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Cupid","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-heart-flower-arch-rental-San-Francisco-Bay-Area-2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123059","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/white-heart-flower-archway.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123058","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Cloud 9","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/cream-heart-flower-arch-rental-san-francisco-bay-area-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123056","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Lotus Flower","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Pink-and-Cream-plain.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123053","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Isis","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Pink-Heart-Arch-Rental-San-Francisco-Bay-area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123054","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Set of 3 Hearts","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-8-foot-heart-flower-arch-and-two-6.5-foot-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123055","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","2 Hearts","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-8-foot-and-6.5-foot-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123052","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Eve","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-White-Arch-Rental-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123057","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Floral Runners","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/92-1_2.png","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123091","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Floral Accents","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/extra-flower-rental.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123088","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","3D Layered w/ Arch","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Layered-3d-Panel-with-additional-panelsl-flower-acrchway-and-custom-sign-San-Francisco.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123114","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","3 Panels w/ Arch","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/3-panels-with-floral-accents-2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123136","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Arch w/ Gate","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/il_1588xN.5365452891_qz7y.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124904","Proposal Perfection NYC (CORRECT)"
